CustomerKey;FullName;BirthDate;Married;Gender;YearlyIncome;Education;Occupation;HouseOwner;Country;Address;DateFirstPurchase
12590;Mario Chander;1948-11-23;0;Male;30000,00;Bachelors;Clerical;1;United Kingdom;1296 Banyan Way;2023-10-13
12591;Meredith Madan;1972-04-17;1;Female;30000,00;Graduate Degree;Clerical;1;Germany;Zollstr 68;2023-08-05
12592;Amy Li;1967-01-17;1;Female;30000,00;Graduate Degree;Clerical;1;United Kingdom;2862 Pinehurst Court;2023-06-27
12593;Benjamin Zhang;1966-10-31;0;Male;30000,00;Graduate Degree;Clerical;1;United Kingdom;7980 Los Gatos Court;2023-02-18
12594;Sandra Gao;1966-08-16;1;Female;30000,00;Graduate Degree;Clerical;1;United Kingdom;1121 Ferry Street;2023-11-25
12595;Mathew Blanco;1966-12-17;0;Male;30000,00;Graduate Degree;Clerical;1;United Kingdom;3332 Walnut Blvd.;2023-03-08
12596;Armando Romero;1966-07-14;1;Male;30000,00;Graduate Degree;Clerical;1;United Kingdom;7390 Pinehurst Court;2023-09-24
12597;Franklin Zhang;1965-11-30;1;Male;20000,00;Partial College;Manual;1;United Kingdom;4192 East 39th Street;2023-08-04
12598;Alexandra Bryant;1965-08-01;1;Female;30000,00;Graduate Degree;Clerical;1;United Kingdom;7527 Eola;2023-08-04
12599;Jillian Fernandez;1970-12-07;1;Female;20000,00;Partial College;Manual;1;United Kingdom;9426 Georgia Street;2022-08-17
12600;Larry Romero;1963-10-01;1;Male;30000,00;Graduate Degree;Clerical;1;Germany;Heiderplatz 918;2023-09-08
12601;Randy Zhang;1971-08-10;1;Male;30000,00;Graduate Degree;Clerical;1;United Kingdom;1098 Lawton Street;2023-08-29
12602;Francisco Srini;1966-04-25;1;Male;30000,00;Graduate Degree;Clerical;1;United Kingdom;792 Greendell Rd.;2023-02-20
12603;Cole Reed;1971-02-15;0;Male;30000,00;Bachelors;Clerical;1;United Kingdom;117 Marvello Lane;2023-04-06
12604;Nathan Lee;1976-09-11;1;Male;30000,00;Bachelors;Clerical;1;Germany;Wallstr 834;2023-05-30
12605;Carol Cooper;1977-01-30;1;Female;30000,00;Bachelors;Clerical;1;Germany;Alderweg 6246;2023-05-12
12606;Arthur Van;1965-10-18;1;Male;40000,00;Graduate Degree;Clerical;1;France;66, rue Georges-Clémenceau;2023-09-03
12607;Tamara Zhu;1966-03-22;1;Female;40000,00;Graduate Degree;Clerical;1;France;570, avenue de Malakoff;2021-09-01
12608;Brett Sanchez;1970-11-05;1;Male;30000,00;Bachelors;Clerical;1;United Kingdom;3260 Fountainhead Court;2022-08-08
12609;Linda Carlson;1965-03-19;1;Female;30000,00;Bachelors;Clerical;1;United Kingdom;6696 Adria Drive;2022-08-08
12610;Wendy Gutierrez;1964-03-05;1;Female;30000,00;Bachelors;Clerical;1;United Kingdom;3443 Centennial Way;2023-07-08
12611;Manuel Sara;1981-04-07;0;Male;20000,00;Partial College;Manual;1;United Kingdom;878 Rancho View Drive;2023-07-01
12612;Shannon Torres;1974-12-04;0;Male;10000,00;High School;Manual;1;United Kingdom;7485 Las Palmas;2022-08-15
12613;Joel Prasad;1981-08-30;1;Male;30000,00;Bachelors;Clerical;1;France;15, rue de Cambrai;2021-08-30
12614;Lance Gill;1975-12-12;0;Male;30000,00;Bachelors;Clerical;1;France;2, rue Georges-Clémenceau;2021-09-20
12615;Nathan Hill;1985-08-16;0;Male;10000,00;High School;Manual;1;United Kingdom;7282 Michele Drive;2022-08-10
12616;Kelsey Tang;1980-10-08;0;Female;20000,00;Partial College;Manual;0;Germany;Heiderplatz 948;2023-05-20
12617;Jake Ma;1975-04-04;1;Male;20000,00;Partial College;Manual;0;Germany;Hansaallee 6;2023-07-18
12618;Dawn Lal;1974-12-21;1;Female;30000,00;Bachelors;Clerical;1;France;10571, rue de Varenne;2021-09-03
12619;Priscilla Rai;1975-02-04;1;Female;40000,00;Graduate Degree;Clerical;1;United Kingdom;7112 Thistle Court;2022-08-04
12620;Maurice Lal;1974-10-15;1;Male;40000,00;Graduate Degree;Clerical;1;France;9967, quai de Grenelle;2021-09-20
12621;Barry Martinez;1980-12-08;1;Male;40000,00;Graduate Degree;Clerical;1;France;295, avenue de la Gare;2021-09-25
12622;Micheal Rubio;1974-10-08;1;Male;40000,00;Graduate Degree;Skilled Manual;1;United Kingdom;360 Vista Way;2022-08-19
12623;Jesse Sanchez;1958-01-15;1;Male;10000,00;Partial College;Manual;0;United Kingdom;2055 Fountain Road;2022-08-24
12624;Jamie Xu;1958-04-01;1;Female;20000,00;Partial College;Manual;1;Germany;Bundesallee 44;2022-10-15
12625;Carly Andersen;1957-12-24;1;Female;20000,00;Partial College;Manual;1;France;60bis, rue des Peupliers;2023-09-04
12626;Cassie Lal;1956-10-30;1;Female;20000,00;Partial College;Manual;1;United Kingdom;4535 Walnut Blvd.;2023-11-08
12627;Leah Zheng;1978-12-31;0;Female;20000,00;Partial College;Manual;0;United Kingdom;1206 San Simeon Drive;2023-04-21
12628;Arturo Ma;1979-11-01;1;Male;20000,00;Partial College;Manual;1;France;2408, rue Maillard;2023-07-07
12629;Russell Nara;1979-12-23;0;Male;20000,00;Partial College;Manual;0;Germany;Hüttenstr 295;2023-11-16
12630;Kevin Simmons;1960-03-21;1;Male;80000,00;Partial College;Professional;1;United Kingdom;4060 Roundtree Court;2022-08-09
12631;Clarence Gao;1949-11-14;0;Male;70000,00;High School;Professional;1;France;1, rue Pierre-Demoulin;2021-10-25
12632;Bonnie Nath;1961-02-11;1;Female;80000,00;Bachelors;Management;1;France;1, boulevard Beau Marchais;2021-10-12
12633;Shannon Suarez;1950-08-09;1;Male;110000,00;Bachelors;Management;1;United Kingdom;4137 E St.;2023-07-15
12634;Derrick Ruiz;1951-03-13;1;Male;120000,00;Bachelors;Management;1;United Kingdom;673 Old Mountain View Dr.;2022-08-29
12635;Brad Beck;1957-09-21;0;Male;80000,00;Partial College;Professional;0;France;132, rue des Pyrenees;2023-03-22
12636;Tamer Salah;1952-01-31;1;Female;100000,00;Bachelors;Management;1;Germany;Heiderweg 8349;2023-05-31
12637;Leonard Nath;1951-08-30;1;Male;130000,00;Partial College;Professional;1;United Kingdom;487 Ash Lane;2022-09-08
12638;Sebastian Brooks;1964-12-30;1;Male;80000,00;Partial College;Professional;1;Germany;Altendorfer Straße 299;2023-10-04
12639;Ruben Lopez;1959-01-09;0;Male;80000,00;Partial College;Professional;1;France;1, cours Mirabeau;2023-02-18
12640;Angel Richardson;1964-11-18;1;Male;90000,00;Partial College;Professional;1;United Kingdom;7354 Diablo View Road;2022-09-15
12641;Willie Raje;1959-09-02;1;Male;100000,00;High School;Professional;1;France;5, rue de Courtaboeuf;2023-12-02
12642;Jimmy Carlson;1965-04-09;1;Male;100000,00;High School;Professional;1;France;13, boulevard d´Albi;2023-05-15
12643;Kristina Perez;1959-01-21;1;Female;120000,00;Bachelors;Management;1;Germany;Marienplatz 46;2023-02-08
12644;Rachel Reed;1958-12-01;1;Female;130000,00;Partial College;Professional;1;United Kingdom;8335 Elm Rd.;2022-09-01
12645;Audrey Ruiz;1964-05-03;1;Female;170000,00;Bachelors;Management;1;United Kingdom;4559 July Loop;2022-09-15
12646;Kenneth Xu;1958-01-08;0;Male;90000,00;High School;Professional;1;Germany;Conesweg 180;2023-02-21
12647;Colleen Anand;1963-09-23;1;Female;170000,00;Partial College;Professional;1;United Kingdom;7814 Milburn Dr.;2022-08-28
12648;Lori Dominguez;1957-09-07;1;Female;170000,00;Partial College;Professional;1;United Kingdom;2466 Clearland Circle;2022-09-23
12649;Omar Goel;1957-06-08;1;Male;80000,00;High School;Professional;1;France;1, avenue des Champs-Elysées;2023-09-29
12650;Aaron Wright;1955-09-03;1;Male;90000,00;High School;Management;1;France;7024, rue Surcouf;2021-10-06
12651;Martin Malhotra;1955-12-14;0;Male;90000,00;High School;Management;1;France;4252, rue Saint-Lazare;2023-10-05
12652;Carolyn Martin;1956-02-06;1;Female;130000,00;High School;Management;1;United Kingdom;5818 San Rafael;2023-09-01
12653;Nichole Andersen;1955-07-25;1;Female;150000,00;Bachelors;Management;1;United Kingdom;811 Mcneil Place;2022-09-12
12654;Briana Gill;1956-05-26;1;Female;160000,00;Partial College;Management;0;United Kingdom;3220 Liscome Way;2023-02-23
12655;Larry Vazquez;1954-08-20;1;Male;80000,00;High School;Management;1;France;954, rue de Bas Marin;2021-10-10
12656;Blake Roberts;1960-09-01;1;Male;90000,00;High School;Management;1;France;188, rue de Cambrai;2023-05-17
12657;Audrey Blanco;1954-12-04;1;Female;110000,00;High School;Management;1;Germany;Berliner Platz 654;2022-10-27
12658;Joy Gomez;1960-01-08;1;Female;170000,00;High School;Management;1;United Kingdom;1698 10th Avenue;2022-09-10
12659;Damien Chande;1953-09-14;1;Male;80000,00;High School;Management;1;France;57, avenue du Québec;2023-04-16
12660;Toni Sanchez;1953-04-17;1;Female;80000,00;Partial High School;Skilled Manual;1;France;75, rue du Départ;2023-11-30
12661;Deborah Pal;1953-02-18;1;Female;80000,00;Partial High School;Skilled Manual;1;France;65, avenue du Port;2023-03-31
12662;Jessie Huang;1952-11-21;1;Male;90000,00;Partial High School;Skilled Manual;0;France;3, place de Brazaville;2023-12-12
12663;Morgan Adams;1952-12-21;1;Female;90000,00;Partial High School;Skilled Manual;1;France;810, rue des Rosiers;2023-11-17
12664;Krista Gill;1952-07-02;1;Female;130000,00;Partial College;Professional;1;United Kingdom;4399 Trembath Court;2023-05-12
12665;Joy Suarez;1981-04-03;1;Female;60000,00;Bachelors;Professional;1;Australia;3341 Teakwood Dr;2023-06-29
12666;Jessie Zhu;1981-02-16;0;Male;60000,00;Bachelors;Professional;0;Australia;8001 Roosevelt Avenue;2023-11-03
12667;Maria Wood;1982-05-22;1;Female;70000,00;Bachelors;Professional;1;Australia;9270 Via Pablo Neruda;2022-02-01
12668;Melissa Patterson;1981-10-24;0;Female;70000,00;Bachelors;Professional;1;Australia;806 San Jose Drive;2022-02-10
12669;Irving Schmidt;1981-09-01;0;Male;70000,00;Bachelors;Professional;0;Australia;1408 Bonifacio St.;2022-02-07
12670;Sarah Martinez;1981-01-17;0;Female;70000,00;Bachelors;Professional;0;Australia;977 Davona Drive;2022-02-23
12671;Alan Huang;1979-08-11;0;Male;70000,00;Bachelors;Professional;0;Australia;6660 Poppy Circle;2022-02-09
12672;Carson Butler;1981-05-06;0;Male;80000,00;Bachelors;Professional;0;Australia;3595 Hawthorne Dr.;2023-04-16
12673;Colin Stone;1981-02-24;1;Male;80000,00;Bachelors;Professional;1;Australia;1860 Alameda Dr.;2022-02-24
12674;Jimmy Travers;1981-01-23;1;Male;90000,00;Bachelors;Professional;1;Australia;962 Gonzalez Court;2022-02-20
12675;Holly Fernandez;1984-10-01;0;Female;80000,00;Bachelors;Professional;0;Australia;6433 E. 70th Street;2022-02-10
12676;Michele Madan;1979-12-26;0;Female;90000,00;Bachelors;Professional;1;Australia;8189 Lydia Lane;2022-02-18
12677;Cedric Liu;1980-05-04;1;Male;100000,00;High School;Management;1;Australia;8228 Seal Way;2022-02-04
12678;Dana Serrano;1980-04-08;0;Female;130000,00;High School;Management;1;Australia;1934 Pacifica;2023-03-25
12679;Stacy Gill;1979-05-10;1;Female;100000,00;High School;Management;0;Australia;3718 Loma Linda;2023-03-13
12680;George Sanchez;1977-12-30;0;Male;80000,00;Bachelors;Professional;0;Australia;1779 Virginia Hills Dr;2022-02-21
12681;Christy Chow;1977-09-05;0;Female;80000,00;Bachelors;Professional;0;Australia;7598 Holland Circle;2022-02-26
12682;Kari Subram;1978-12-12;1;Female;100000,00;High School;Management;0;Australia;3588 Vancouver Way;2023-06-02
12683;Laura Zhou;1978-08-01;0;Female;120000,00;Partial High School;Professional;1;Australia;6463 Landover Ln;2022-02-18
12684;Shaun Shen;1978-11-20;1;Male;120000,00;Partial High School;Professional;1;Australia;7811 Woodsworth Lane;2022-02-06
12685;Jaclyn Xu;1977-09-19;1;Female;90000,00;Bachelors;Professional;1;Australia;4143 Smith Lane;2022-01-29
12686;Trisha Zhou;1978-04-17;0;Female;90000,00;Bachelors;Professional;1;Australia;7688 P St.;2022-02-28
12687;Marshall Li;1977-10-18;0;Male;90000,00;Bachelors;Professional;0;Australia;1158 Roundtree Place;2022-03-17
12688;Stacy Navarro;1978-02-01;0;Female;90000,00;Bachelors;Professional;1;Australia;8375 Springwood Way;2022-03-08
12689;Tamara Pal;1978-04-04;0;Female;90000,00;Bachelors;Professional;0;Australia;446 Wilke Drive;2022-03-23
12690;Roger Zhang;1978-03-12;1;Male;100000,00;High School;Management;1;Australia;1715 Leed Court West;2023-07-05
12691;Rafael Andersen;1977-08-08;1;Male;100000,00;High School;Management;1;Australia;9491 Fountain Road;2023-04-24
12692;Glenn Lu;1977-01-22;0;Male;80000,00;Bachelors;Professional;1;Australia;5230 E. 67th Street;2023-06-05
12693;Ruth Gonzalez;1976-07-08;1;Female;80000,00;Bachelors;Professional;1;Australia;2752 Northridge Road;2022-03-02
12694;Jay Arthur;1983-01-07;0;Male;120000,00;Partial High School;Professional;1;Australia;5898 Mt. Dell;2022-03-12
12695;Kari Ruiz;1976-08-01;1;Female;90000,00;Bachelors;Professional;1;Australia;6909 Hamilton Avenue;2023-05-10
12696;Stacey Hu;1982-03-13;1;Female;100000,00;High School;Management;1;Australia;6299 Elmonte Drive;2023-05-12
12697;Brenda Stone;1975-12-22;0;Female;90000,00;Bachelors;Professional;0;Australia;1750 Morengo Ct.;2023-09-07
12698;Mohamed Pal;1981-05-10;1;Male;110000,00;High School;Management;1;Australia;6711 Frayne Ct.;2022-03-13
12699;Amy Chow;1975-09-15;1;Female;120000,00;Partial High School;Professional;1;Australia;3785 Treat Blvd.;2022-03-14
12700;Mindy Kumar;1976-09-16;1;Female;110000,00;Partial High School;Professional;1;Australia;8486 July Loop;2022-04-28
12701;Gary Gutierrez;1982-10-14;1;Male;110000,00;Partial High School;Professional;1;Australia;1792 Belmont Rd.;2022-04-17
12702;Yolanda Shan;1977-03-06;1;Female;110000,00;Partial High School;Professional;1;Australia;3929 Fern Street;2022-04-18
12703;Renee Suarez;1976-12-17;1;Female;110000,00;Partial High School;Professional;1;Australia;9414 Pamplona Ct;2022-04-04
12704;Barbara Nara;1976-10-13;1;Female;120000,00;Partial High School;Management;1;Australia;7933 Ashwood Dr;2023-08-08
12705;Andre Garcia;1980-08-06;1;Male;150000,00;Bachelors;Management;1;Australia;6064 Brodia Court;2022-03-30
12706;Louis Liang;1980-01-10;1;Male;160000,00;Bachelors;Management;1;Australia;8355 Lighthouse Way;2022-04-12
12707;Ian Lewis;1947-03-28;1;Male;70000,00;Graduate Degree;Management;1;United States;8985 Camino Segundo;2021-12-23
12708;Bonnie Pal;1952-04-21;1;Female;90000,00;Bachelors;Management;1;United States;8071 Daylight Place;2023-02-02
12709;Ian Rodriguez;1946-07-14;1;Male;130000,00;Bachelors;Management;1;United States;7744 Lacorso Drive;2021-12-08
12710;Dalton Evans;1946-12-17;0;Male;170000,00;Graduate Degree;Management;0;Canada;3601 Stinson;2023-03-17
12711;Heather Zheng;1978-10-18;0;Female;20000,00;Partial High School;Manual;0;France;3bis, boulevard Saint Germain;2021-10-25
12712;Arthur Romero;1979-02-14;0;Male;20000,00;Partial High School;Manual;0;Germany;Werftstr 54;2022-10-10
12713;Deborah Xie;1978-12-07;0;Female;20000,00;Partial High School;Manual;0;Germany;Husemann Straße 7574;2022-10-11
12714;Colleen Lu;1979-01-14;0;Female;30000,00;Partial College;Clerical;0;Germany;Hüttenstr 20995;2023-07-19
12715;Eddie Gill;1969-01-14;1;Male;60000,00;Bachelors;Professional;1;Australia;4440 Stillwater Court;2023-03-12
12716;Dale Shen;1979-09-13;0;Male;30000,00;Partial College;Clerical;1;France;280, avenue de la Gare;2023-02-12
12717;Hannah Wood;1979-12-05;1;Female;30000,00;Partial College;Clerical;0;France;22, rue de la Cavalerie;2021-10-21
12718;Tammy Sai;1980-05-13;0;Female;30000,00;Partial College;Clerical;1;France;1, place Beaubernard;2023-11-12
12719;Cheryl Ruiz;1985-11-30;0;Female;30000,00;Partial College;Clerical;0;France;660, rue Villedo;2023-07-10
12720;Nicolas Chande;1980-05-01;0;Male;30000,00;Partial College;Clerical;0;France;44, rue du Départ;2023-06-12
12721;Rebekah Martinez;1979-07-14;0;Female;30000,00;Partial College;Clerical;0;Germany;Auf Der Steige 111;2023-05-04
12722;Latasha Gomez;1985-08-11;0;Female;20000,00;Partial High School;Manual;0;Germany;Heiderweg 4983;2023-04-06
12723;Kurt Jai;1986-05-13;1;Male;20000,00;Partial High School;Manual;0;France;5165 Wintergreen Court;2023-02-27
12724;Eddie Martin;1985-07-23;0;Male;20000,00;Partial High School;Manual;0;Germany;Hochstr 2777;2023-02-01
12725;Gabrielle James;1916-02-10;1;Female;10000,00;Partial High School;Manual;0;Germany;Nonnendamm 6500;2023-08-18
12726;Kurt Goel;1985-08-18;0;Male;20000,00;Partial High School;Manual;0;Germany;Am Kreuz 999;2023-08-03
12727;Amanda Ross;1985-10-10;0;Female;20000,00;Partial High School;Manual;0;France;141, rue Jean Mermoz;2023-06-25
12728;Jeremiah Stewart;1984-12-23;0;Male;30000,00;Partial College;Clerical;0;Germany;Alte Landstr 9902;2023-04-07
12729;Jose Perry;1984-11-12;0;Male;30000,00;Partial College;Clerical;0;United Kingdom;6416 Honey Court;2023-05-29
12730;Karla Becker;1984-04-14;0;Female;30000,00;High School;Manual;1;United Kingdom;4185 River Ash Court;2023-08-22
12731;Steven Murphy;1984-09-10;0;Male;30000,00;High School;Manual;0;Germany;Kulmer Straße 4234;2023-09-16
12732;Todd Guo;1977-08-20;0;Male;10000,00;Partial High School;Manual;1;France;72, rue de Berri;2023-08-22
12733;Lacey Cai;1977-08-26;0;Female;10000,00;Partial High School;Manual;0;United Kingdom;2546 Fawn Glen Circle;2023-04-10
12734;Margaret Zhou;1978-04-02;0;Female;10000,00;Partial High School;Manual;0;France;6, rue Descartes;2023-09-22
12735;Donald Mehta;1983-10-16;0;Male;20000,00;Partial High School;Manual;1;Germany;Celler Weg 45;2022-10-08
12736;Diana Ruiz;1978-01-23;0;Female;20000,00;Partial High School;Manual;1;Germany;Westheimer Straße 924322;2022-10-08
12737;Brett Chandra;1978-07-19;0;Male;30000,00;High School;Manual;0;France;22, rue de Bas Marin;2023-04-07
12738;Melinda Rubio;1978-12-14;1;Female;40000,00;Bachelors;Skilled Manual;1;Germany;Am Gallberg 8667;2022-10-10
12739;Evan Young;1979-06-11;1;Male;40000,00;Bachelors;Skilled Manual;1;United Kingdom;2361 Polson Court;2023-06-28
12740;Kathryn Goel;1978-05-27;0;Female;30000,00;High School;Manual;1;United Kingdom;1086 Clayton Road;2023-12-24
12741;Raymond Sam;1977-08-02;0;Male;30000,00;High School;Manual;1;Germany;Kalkweg 43;2023-04-10
12742;Samantha Martinez;1978-05-22;0;Female;40000,00;Partial College;Clerical;1;Germany;Unter Linden 44;2022-11-23
12743;Carl Kumar;1978-06-18;1;Male;40000,00;Partial College;Clerical;0;United Kingdom;6648 Choctaw Court;2023-10-17
12744;Anna Moore;1978-05-27;0;Female;40000,00;Partial College;Clerical;1;United Kingdom;9682 Concord Blvd.;2023-08-29
12745;Rafael Wu;1977-12-11;0;Male;40000,00;Partial College;Clerical;1;United Kingdom;3200 Wren Ave.;2022-10-13
12746;Juan Torres;1976-10-15;0;Male;10000,00;Partial High School;Manual;0;United Kingdom;2874 Tice;2023-07-24
12747;Colleen Hu;1982-10-29;0;Female;20000,00;Partial High School;Manual;0;Germany;Buergermeister-ulrich-str 543;2022-11-27
12748;Grace Bell;1977-02-07;0;Female;30000,00;High School;Manual;0;France;81, route de Marseille;2023-07-30
12749;Miguel Lee;1976-08-29;0;Male;30000,00;High School;Manual;0;France;26, rue de l´Esplanade;2021-10-27
12750;Teresa Vazquez;1976-02-08;0;Female;40000,00;Partial College;Clerical;1;France;77, rue de l'Espace De Schengen;2021-10-10
12751;Priscilla Xu;1976-06-10;0;Female;40000,00;Partial College;Clerical;1;Germany;Auf Der Steige 55;2023-12-09
12752;Jonathon Alvarez;1976-05-17;0;Male;40000,00;Partial College;Clerical;1;France;25, rue de Cambrai;2023-07-06
12753;Ramon Zhao;1976-11-16;0;Male;40000,00;Partial College;Clerical;1;France;1234, rue Ste-Honoré;2023-03-04
12754;Lindsey Deng;1981-06-16;1;Female;40000,00;Partial College;Clerical;0;France;68, impasse Notre-Dame;2021-10-06
12755;Chloe Hughes;1981-03-31;0;Female;40000,00;Partial College;Clerical;1;United States;4416 Harvard Drive;2021-12-13
12756;Antonio Butler;1980-12-23;0;Male;40000,00;Partial College;Clerical;1;United States;8590 Dublin Court;2021-12-18
12757;Sara Ramirez;1980-06-18;0;Female;40000,00;Partial College;Clerical;1;United States;7306 Keller Ridge;2023-04-03
12758;Stephanie Ramirez;1935-07-11;1;Female;30000,00;Bachelors;Skilled Manual;1;United States;9491 Toyon Dr;2023-05-26
12759;Jada Sanders;1937-01-10;1;Female;40000,00;Graduate Degree;Skilled Manual;1;United States;6473 Crown Court;2023-06-26
12760;Krista Gomez;1971-07-26;0;Female;60000,00;Graduate Degree;Skilled Manual;1;Canada;890 Breck Court;2023-03-22
12761;Alexandra Richardson;1971-09-01;0;Female;60000,00;Graduate Degree;Skilled Manual;1;United States;3117 Story Lane;2021-12-23
12762;Jonathan Smith;1964-12-16;1;Male;30000,00;Bachelors;Skilled Manual;1;United States;1064 Diver Way;2021-12-22
12763;Chloe Russell;1969-08-01;1;Female;30000,00;Bachelors;Skilled Manual;1;Canada;8452 Pine Hollow Rd.;2023-06-03
12764;Alexandra Harris;1964-08-13;1;Female;30000,00;Partial College;Clerical;1;United States;5454 Old Mt. View Drive;2021-12-16
12765;Robyn Gill;1959-11-17;1;Female;20000,00;Partial High School;Manual;0;Canada;6510 Northridge Drive;2023-03-18
12766;Jordyn Bryant;1971-02-08;1;Female;20000,00;Partial High School;Clerical;0;United States;3237 Orchid Ct;2021-12-21
12767;Christopher Robinson;1960-05-02;1;Male;30000,00;High School;Clerical;1;United States;9863 Mt. Mckinley Ct.;2023-08-23
12768;Johnathan Chapman;1959-11-23;1;Male;30000,00;High School;Clerical;1;United States;5328 Mitchelleanjen Ln.;2021-12-12
12769;Thomas Zhang;1960-09-17;1;Male;40000,00;Partial College;Clerical;1;United States;994 Counting Drive;2021-12-23
12770;Charles Evans;1966-09-19;1;Male;40000,00;Partial College;Clerical;1;United States;5276 Whitehall Drive;2021-12-18
12771;Morgan Thomas;1966-10-18;1;Female;40000,00;Partial College;Clerical;1;United States;3406 Oak Brook Place;2021-12-09
12772;Abigail Clark;1960-10-22;1;Female;40000,00;Partial College;Clerical;1;United States;2466 Kentucky Dr.;2021-12-07
12773;Samantha Taylor;1961-05-08;1;Female;40000,00;Partial College;Clerical;1;United States;1700 Glazier Ct.;2021-12-27
12774;Kristen Gao;1971-09-18;1;Female;40000,00;Partial College;Clerical;1;United States;9456 Bell Dr.;2021-12-20
12775;Connor Griffin;1972-03-03;1;Male;40000,00;Partial College;Clerical;1;United States;400 Matterhorn Court;2023-06-08
12776;Blake Campbell;1960-07-17;1;Male;80000,00;Graduate Degree;Skilled Manual;0;United States;5119 Valley Run;2023-03-26
12777;Joseph Anderson;1961-11-19;1;Male;40000,00;Partial College;Clerical;1;United States;9297 Kenston Dr.;2021-12-07
12778;Connie Morgan;1961-10-06;1;Female;40000,00;Partial College;Clerical;1;United States;1893 Northridge Drive;2023-12-20
12779;Mason Rogers;1962-01-31;1;Male;40000,00;Partial College;Clerical;1;United States;6948 Lakespring Pl.;2021-12-01
12780;Jeremy Richardson;1967-03-19;1;Male;40000,00;Partial College;Clerical;1;United States;7948 Walnut Blvd;2021-12-21
12781;Emma James;1961-12-26;1;Female;40000,00;Partial College;Clerical;1;Canada;8626 Lillian Dr;2023-06-18
12782;Elizabeth Long;1978-03-12;1;Female;40000,00;Partial College;Clerical;1;Canada;110 E. Watson Court;2023-07-02
12783;Jerome Gutierrez;1961-10-06;1;Male;40000,00;Partial College;Clerical;1;Canada;6797 Smiling Tree Court;2023-07-29
12784;Jonathan Campbell;1961-09-04;1;Male;40000,00;Partial College;Clerical;1;United States;5706 Manila Ave.;2021-12-19
12785;Javier Ortega;1967-03-19;1;Male;40000,00;Partial College;Clerical;1;Canada;7948 Walnut Blvd;2023-07-28
12786;James Yang;1961-08-31;1;Male;40000,00;Partial College;Clerical;1;United States;8242 Gilardy Dr;2023-11-11
12787;Katelyn Cook;1967-10-18;0;Female;70000,00;Graduate Degree;Skilled Manual;1;United States;7878 Delacy Ave.;2023-05-12
12788;Amanda Nelson;1962-12-26;1;Female;40000,00;Partial College;Clerical;1;United States;51, rue Henri Gagnon;2023-07-05
12789;Jamie Zeng;1962-10-22;1;Female;40000,00;Partial College;Clerical;1;United States;5339 Cashew Street;2021-12-23
12790;Brandon Kumar;1964-04-03;0;Male;60000,00;Graduate Degree;Skilled Manual;1;United States;7647 Slow Creek Road;2023-12-13
12791;Angelica Foster;1975-03-23;0;Female;60000,00;Graduate Degree;Skilled Manual;1;United States;2390 Broad Court;2023-02-22
12792;Blake White;1963-09-18;1;Male;60000,00;Graduate Degree;Skilled Manual;1;United States;9922 Hawthorne Dr;2024-01-06
12793;Jessie Guo;1969-04-13;1;Male;60000,00;Graduate Degree;Skilled Manual;1;United States;6024 Lacanda;2023-02-19
12794;Megan Jackson;1965-04-06;0;Female;60000,00;Graduate Degree;Skilled Manual;1;United States;3503 Springwood Way;2023-08-26
12795;Antonio Foster;1964-10-09;1;Male;60000,00;Graduate Degree;Skilled Manual;1;Canada;6454 Denkinger Road;2023-02-03
12796;Jason Zhang;1964-09-04;1;Male;60000,00;Graduate Degree;Skilled Manual;0;United States;6598 Oak Street;2023-04-04
12797;Patrick Howard;1965-02-19;0;Male;60000,00;Graduate Degree;Skilled Manual;1;United States;1933 Lorie Lane;2023-06-23
12798;Andy Gutierrez;1973-07-13;1;Male;20000,00;Partial College;Manual;1;France;13, rue de Terre Neuve;2023-03-08
12799;George Chandra;1984-12-09;1;Male;30000,00;Bachelors;Clerical;1;Germany;Parkstr 4256;2023-06-22
12800;Lacey Chen;1973-09-18;1;Female;30000,00;Bachelors;Clerical;1;Germany;Essener Straße 802;2023-08-20
12801;Melody Browning;1973-07-04;0;Female;30000,00;Bachelors;Clerical;1;Germany;Postfach 11 00 99;2024-01-24
12802;Alan Sun;1973-10-16;0;Male;30000,00;Bachelors;Clerical;1;Germany;Conesweg 681;2024-01-12
12803;Heather Li;1973-09-15;1;Female;30000,00;Bachelors;Clerical;1;United Kingdom;1624 Carlisle Way;2023-05-06
12804;Jaclyn Chander;1973-12-02;0;Female;30000,00;Bachelors;Clerical;0;France;34, route de Marseille;2021-10-03
12805;Marvin Moreno;1973-12-11;1;Male;40000,00;Graduate Degree;Clerical;1;France;1216, place de la Concorde;2021-10-24
12806;Ronnie Zeng;1973-09-15;1;Male;40000,00;Graduate Degree;Clerical;1;Germany;Nonnendamm 123;2022-11-18
12807;Nina Kumar;1974-02-01;0;Female;40000,00;Graduate Degree;Clerical;1;Germany;Altendorfer Straße 5;2022-11-09
12808;Marc Schmidt;1973-11-08;1;Male;40000,00;Bachelors;Clerical;1;United Kingdom;4429 Langford Court;2022-10-08
12809;Michele Navarro;1973-03-21;1;Female;20000,00;Partial College;Manual;1;Germany;Rykestr 85;2023-05-07
12810;Chase Stewart;1932-01-25;1;Male;30000,00;Bachelors;Clerical;1;Germany;Nollendorfplatz 4118;2023-12-01
12811;Marc Serrano;1978-04-16;0;Male;20000,00;Partial College;Manual;0;Germany;Auf den Kuhlen Straße 4666;2023-10-25
